user_word,preds
sigmoid,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
residual,6
residual,6
residual,6
residual,6
matrix,6
matrix,6
matrix,6
matrix,6
matrix,6
x,6
significant,6
significant,6
significant,6
categorical,6
categorical,6
categorical,6
ols,6
ols,6
ols,6
linear,6
linear,6
ols,6
ols,6
pvalue,6
pvalue,6
pvalue,6
x,6
x,6
x,6
f1,6
f1,6
residual,6
residual,6
residual,6
f1,6
f1,6
f1,6
f1,6
f1,6
gini,6
gini,6
gini,6
gini,6
gini,6
gini,6
recall,6
recall,6
recall,6
recall,6
fit,6
fit,6
fit,6
fit,6
linear,6
gini,6
linear,6
linear,6
gini,6
gini,6
linear,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
ols,6
ols,6
ols,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
gini,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
gini,6
distributed,6
gini,6
gini,6
residual,6
residual,6
residual,6
residual,6
pvalue,6
pvalue,6
pvalue,6
pvalue,6
pvalue,6
pvalue,6
pvalue,6
residual,6
residual,6
pvalue,6
pvalue,6
pvalue,6
pvalue,6
residual,6
residual,6
pvalue,6
significant,6
significant,6
significant,6
x,6
x,6
x,6
x,6
minimization,6
minimization,6
minimization,6
minimization,6
f1,6
f1,6
f1,6
f1,6
linear,6
linear,6
linear,6
loss,6
loss,6
loss,6
loss,6
matrix,6
matrix,6
matrix,6
matrix,6
matrix,6
predict,6
predict,6
predict,6
predict,6
predict,6
linear,6
linear,6
linear,6
linear,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
collinear,6
collinear,6
collinear,6
collinear,6
aucroc,6
aucroc,6
aucroc,6
aucroc,6
aucroc,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
x,6
residual,6
residual,6
f1,6
x,6
f1,6
x,6
sigmoid,6
sigmoid,6
ols,6
sigmoid,6
ols,6
sigmoid,6
ols,6
sigmoid,6
ols,6
sigmoid,6
significant,6
significant,6
significant,6
x,6
f1,6
f1,6
x,6
residual,6
residual,6
x,6
x,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
independent,6
independent,6
collinear,6
independent,6
loss,6
loss,6
loss,6
mse,6
mse,6
mse,6
mse,6
collinear,6
collinear,6
collinear,6
significant,6
significant,6
significant,6
significant,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
loss,6
loss,6
loss,6
loss,6
x,6
f1,6
gini,6
gini,6
gini,6
categorical,6
categorical,6
categorical,6
categorical,6
aucroc,6
aucroc,6
aucroc,6
aucroc,6
f1,6
sigmoid,6
sigmoid,6
sigmoid,6
residual,6
residual,6
residual,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
binary,6
binary,6
binary,6
loss,6
loss,6
loss,6
matrix,6
matrix,6
matrix,6
f1,6
fit,6
fit,6
fit,6
recall,6
recall,6
recall,6
sigmoid,6
sigmoid,6
sigmoid,6
distributed,6
distributed,6
distributed,6
sigmoid,6
independent,6
independent,6
independent,6
categorical,6
categorical,6
categorical,6
linear,6
linear,6
ols,6
linear,6
ols,6
pvalue,6
pvalue,6
pvalue,6
significant,6
significant,6
significant,6
significant,6
significant,6
minimization,6
minimization,6
minimization,6
minimization,6
minimization,6
mse,6
mse,6
mse,6
predict,6
predict,6
mse,6
mse,6
x,6
x,6
x,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
gini,6
gini,6
gini,6
gini,6
gini,6
gini,6
recall,6
recall,6
recall,6
recall,6
fit,6
fit,6
fit,6
fit,6
linear,6
linear,6
linear,6
linear,6
significant,6
significant,6
significant,6
significant,6
ridge,6
ridge,6
ridge,6
ridge,6
ridge,6
ridge,6
x,6
recall,6
recall,6
recall,6
recall,6
recall,6
x,6
recall,6
recall,6
x,6
recall,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
r2,6
r2,6
r2,6
r2,6
r2,6
r2,6
loss,6
loss,6
loss,6
loss,6
distributed,6
distributed,6
distributed,6
distributed,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
residual,6
pvalue,6
residual,6
residual,6
residual,6
pvalue,6
pvalue,6
pvalue,6
minimization,6
minimization,6
minimization,6
f1,6
f1,6
f1,6
f1,6
tstat,6
tstat,6
tstat,6
tstat,6
x,6
x,6
loss,6
loss,6
loss,6
sigmoid,6
sigmoid,6
sigmoid,6
x,6
x,6
matrix,6
matrix,6
matrix,6
sigmoid,6
matrix,6
sigmoid,6
sigmoid,6
sigmoid,6
predict,6
predict,6
predict,6
predict,6
predict,6
tstat,6
tstat,6
tstat,6
distributed,6
distributed,6
independent,6
independent,6
independent,6
independent,6
ridge,6
r2,6
ridge,6
ridge,6
r2,6
r2,6
ridge,6
ridge,6
r2,6
r2,6
ridge,6
fit,6
fit,6
fit,6
tstat,6
tstat,6
tstat,6
tstat,6
sigmoid,6
fit,6
sigmoid,6
sigmoid,6
fit,6
fit,6
fit,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
residual,6
residual,6
residual,6
distributed,6
distributed,6
distributed,6
distributed,6
collinear,6
collinear,6
collinear,6
collinear,6
minimization,6
minimization,6
minimization,6
minimization,6
minimization,6
minimization,6
minimization,6
loss,6
loss,6
loss,6
loss,6
f1,6
categorical,6
categorical,6
categorical,6
categorical,6
residual,6
residual,6
residual,6
residual,6
f1,6
sigmoid,6
sigmoid,6
sigmoid,6
gini,6
gini,6
gini,6
sigmoid,6
sigmoid,6
sigmoid,6
target,6
target,6
sigmoid,6
sigmoid,6
sigmoid,6
f1,6
tstat,6
tstat,6
tstat,6
ridge,6
ridge,6
ridge,6
linear,6
linear,6
linear,6
independent,6
independent,6
independent,6
sigmoid,6
sigmoid,6
target,6
sigmoid,6
target,6
recall,6
recall,6
recall,6
sigmoid,6
sigmoid,6
sigmoid,6
target,6
target,6
sigmoid,6
fit,6
fit,6
fit,6
target,6
target,6
target,6
collinear,6
collinear,6
collinear,6
distributed,6
distributed,6
distributed,6
categorical,6
categorical,6
categorical,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
x,6
loss,6
loss,6
loss,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
r2,6
r2,6
r2,6
r2,6
r2,6
pvalue,6
pvalue,6
pvalue,6
significant,6
significant,6
significant,6
significant,6
significant,6
predict,6
predict,6
f1,6
f1,6
predict,6
predict,6
predict,6
minimization,6
minimization,6
minimization,6
residual,6
matrix,6
residual,6
matrix,6
residual,6
residual,6
residual,6
gini,6
gini,6
gini,6
gini,6
gini,6
gini,6
recall,6
recall,6
recall,6
fit,6
fit,6
fit,6
fit,6
fit,6
fit,6
linear,6
linear,6
linear,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
ridge,6
ridge,6
ridge,6
ridge,6
ridge,6
ridge,6
significant,6
significant,6
significant,6
significant,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
x,6
f1,6
f1,6
x,6
x,6
x,6
matrix,6
matrix,6
matrix,6
matrix,6
residual,6
residual,6
residual,6
residual,6
collinear,6
x,6
pvalue,6
pvalue,6
collinear,6
collinear,6
predict,6
predict,6
pvalue,6
collinear,6
collinear,6
collinear,6
collinear,6
binary,6
binary,6
binary,6
minimization,6
binary,6
binary,6
minimization,6
minimization,6
binary,6
minimization,6
binary,6
r2,6
r2,6
r2,6
r2,6
r2,6
r2,6
loss,6
loss,6
loss,6
tstat,6
tstat,6
tstat,6
tstat,6
tstat,6
minimization,6
minimization,6
minimization,6
significant,6
significant,6
significant,6
significant,6
significant,6
significant,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
tstat,6
distributed,6
tstat,6
distributed,6
tstat,6
minimization,6
minimization,6
mse,6
mse,6
minimization,6
loss,6
loss,6
loss,6
loss,6
distributed,6
distributed,6
tstat,6
distributed,6
tstat,6
tstat,6
x,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
loss,6
loss,6
loss,6
categorical,6
categorical,6
categorical,6
categorical,6
gini,6
gini,6
gini,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
target,6
target,6
collinear,6
f1,6
f1,6
f1,6
collinear,6
collinear,6
target,6
collinear,6
target,6
collinear,6
collinear,6
collinear,6
linear,6
linear,6
linear,6
tstat,6
tstat,6
tstat,6
predict,6
mse,6
predict,6
mse,6
predict,6
fit,6
fit,6
fit,6
recall,6
recall,6
recall,6
distributed,6
distributed,6
distributed,6
independent,6
independent,6
independent,6
categorical,6
categorical,6
categorical,6
r2,6
r2,6
r2,6
r2,6
r2,6
minimization,6
minimization,6
minimization,6
pvalue,6
pvalue,6
pvalue,6
x,6
x,6
x,6
significant,6
significant,6
significant,6
significant,6
significant,6
matrix,6
matrix,6
matrix,6
f1,6
f1,6
ridge,6
ridge,6
ridge,6
ridge,6
ridge,6
f1,6
f1,6
f1,6
f1,6
residual,6
f1,6
f1,6
residual,6
residual,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
gini,6
gini,6
gini,6
gini,6
gini,6
gini,6
recall,6
recall,6
recall,6
recall,6
fit,6
fit,6
fit,6
fit,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
significant,6
significant,6
significant,6
significant,6
predict,6
predict,6
predict,6
predict,6
predict,6
predict,6
linear,6
linear,6
linear,6
linear,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
predict,6
predict,6
predict,6
predict,6
predict,6
predict,6
predict,6
predict,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
f1,6
f1,6
f1,6
x,6
x,6
x,6
target,6
target,6
target,6
pvalue,6
pvalue,6
residual,6
residual,6
residual,6
residual,6
ridge,6
ridge,6
minimization,6
minimization,6
ridge,6
target,6
target,6
target,6
matrix,6
matrix,6
matrix,6
matrix,6
tstat,6
tstat,6
tstat,6
tstat,6
r2,6
r2,6
r2,6
r2,6
r2,6
r2,6
loss,6
loss,6
loss,6
loss,6
loss,6
loss,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
tstat,6
distributed,6
distributed,6
tstat,6
tstat,6
binary,6
significant,6
significant,6
significant,6
binary,6
binary,6
binary,6
binary,6
binary,6
tstat,6
significant,6
tstat,6
tstat,6
distributed,6
distributed,6
tstat,6
significant,6
significant,6
significant,6
residual,6
residual,6
residual,6
independent,6
independent,6
independent,6
independent,6
collinear,6
collinear,6
collinear,6
collinear,6
f1,6
f1,6
f1,6
x,6
x,6
minimization,6
minimization,6
minimization,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
f1,6
x,6
f1,6
f1,6
x,6
minimization,6
x,6
minimization,6
minimization,6
minimization,6
categorical,6
categorical,6
categorical,6
residual,6
categorical,6
residual,6
residual,6
residual,6
sigmoid,6
sigmoid,6
sigmoid,6
gini,6
gini,6
gini,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
x,6
f1,6
fit,6
fit,6
fit,6
loss,6
loss,6
loss,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
collinear,6
collinear,6
collinear,6
tstat,6
tstat,6
tstat,6
binary,6
binary,6
binary,6
binary,6
r2,6
r2,6
r2,6
r2,6
r2,6
recall,6
recall,6
recall,6
independent,6
independent,6
independent,6
matrix,6
matrix,6
matrix,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
f1,6
f1,6
f1,6
x,6
x,6
distributed,6
distributed,6
distributed,6
f1,6
f1,6
f1,6
ridge,6
ridge,6
ridge,6
significant,6
significant,6
significant,6
predict,6
predict,6
predict,6
categorical,6
categorical,6
categorical,6
linear,6
linear,6
linear,6
linear,6
linear,6
linear,6
linear,6
linear,6
linear,6
linear,6
linear,6
pvalue,6
pvalue,6
pvalue,6
f1,6
f1,6
f1,6
minimization,6
minimization,6
minimization,6
minimization,6
minimization,6
residual,6
residual,6
residual,6
f1,6
f1,6
f1,6
f1,6
f1,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
gini,6
gini,6
gini,6
gini,6
gini,6
gini,6
recall,6
recall,6
recall,6
recall,6
fit,6
fit,6
fit,6
fit,6
linear,6
linear,6
linear,6
linear,6
significant,6
significant,6
significant,6
significant,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
f1,6
ridge,6
f1,6
f1,6
ridge,6
ridge,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
f1,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
sigmoid,6
collinear,6
collinear,6
collinear,6
collinear,6
sigmoid,6
sigmoid,6
collinear,6
collinear,6
sigmoid,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
minimization,6
minimization,6
minimization,6
minimization,6
x,6
x,6
x,6
x,6
loss,6
loss,6
loss,6
loss,6
pvalue,6
pvalue,6
pvalue,6
pvalue,6
residual,6
f1,6
f1,6
residual,6
residual,6
residual,6
x,6
x,6
matrix,6
predict,6
predict,6
matrix,6
matrix,6
predict,6
predict,6
matrix,6
tstat,6
tstat,6
tstat,6
tstat,6
linear,6
linear,6
linear,6
linear,6
linear,6
linear,6
linear,6
sigmoid,6
sigmoid,6
loss,6
sigmoid,6
loss,6
loss,6
sigmoid,6
sigmoid,6
sigmoid,6
r2,6
r2,6
r2,6
r2,6
r2,6
r2,6
loss,6
loss,6
loss,6
loss,6
ridge,6
ridge,6
ridge,6
gini,6
gini,6
gini,6
ridge,6
ridge,6
ridge,6
ridge,6
x,6
x,6
x,6
residual,6
residual,6
residual,6
f1,6
gini,6
gini,6
gini,6
gini,6
predict,6
predict,6
predict,6
predict,6
predict,6
predict,6
tstat,6
distributed,6
tstat,6
distributed,6
tstat,6
x,6
x,6
x,6
x,6
f1,6
binary,6
binary,6
binary,6
residual,6
distributed,6
residual,6
residual,6
residual,6
tstat,6
distributed,6
tstat,6
distributed,6
distributed,6
minimization,6
minimization,6
minimization,6
minimization,6
minimization,6
minimization,6
sigmoid,6
minimization,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
independent,6
independent,6
independent,6
independent,6
categorical,6
categorical,6
categorical,6
categorical,6
f1,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
residual,6
residual,6
residual,6
gini,6
gini,6
gini,6
f1,6
f1,6
f1,6
loss,6
loss,6
loss,6
x,6
x,6
tstat,6
ridge,6
tstat,6
tstat,6
ridge,6
ridge,6
ridge,6
ridge,6
recall,6
recall,6
recall,6
distributed,6
distributed,6
distributed,6
independent,6
independent,6
independent,6
x,6
x,6
linear,6
predict,6
linear,6
linear,6
predict,6
significant,6
significant,6
significant,6
fit,6
fit,6
fit,6
ridge,6
ridge,6
collinear,6
ridge,6
collinear,6
collinear,6
collinear,6
categorical,6
categorical,6
categorical,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
coefficient,6
pvalue,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
pvalue,6
pvalue,6
sigmoid,6
r2,6
r2,6
r2,6
r2,6
r2,6
minimization,6
minimization,6
minimization,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
collinear,6
f1,6
f1,6
collinear,6
x,6
x,6
f1,6
collinear,6
collinear,6
collinear,6
collinear,6
f1,6
f1,6
f1,6
f1,6
f1,6
x,6
x,6
x,6
x,6
collinear,6
matrix,6
collinear,6
matrix,6
collinear,6
matrix,6
matrix,6
recall,6
recall,6
recall,6
recall,6
recall,6
fit,6
fit,6
fit,6
fit,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
linear,6
linear,6
linear,6
linear,6
fit,6
fit,6
fit,6
fit,6
fit,6
fit,6
fit,6
fit,6
ridge,6
ridge,6
ridge,6
ridge,6
significant,6
significant,6
significant,6
significant,6
distributed,6
distributed,6
distributed,6
gini,6
gini,6
gini,6
epsilon,6
epsilon,6
epsilon,6
epsilon,6
epsilon,6
epsilon,6
loss,6
loss,6
loss,6
loss,6
gini,6
gini,6
gini,6
gini,6
gini,6
gini,6
gini,6
gini,6
pvalue,6
pvalue,6
pvalue,6
pvalue,6
f1,6
f1,6
f1,6
f1,6
residual,6
residual,6
residual,6
matrix,6
matrix,6
matrix,6
matrix,6
predict,6
predict,6
predict,6
predict,6
predict,6
predict,6
target,6
predict,6
target,6
predict,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
distributed,6
linear,6
distributed,6
linear,6
linear,6
x,6
x,6
x,6
x,6
sigmoid,6
sigmoid,6
sigmoid,6
predict,6
predict,6
predict,6
target,6
target,6
predict,6
predict,6
predict,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
linear,6
linear,6
linear,6
loss,6
x,6
x,6
loss,6
loss,6
r2,6
r2,6
r2,6
r2,6
r2,6
tstat,6
tstat,6
tstat,6
tstat,6
x,6
x,6
ridge,6
ridge,6
ridge,6
ridge,6
ridge,6
ridge,6
loss,6
loss,6
loss,6
loss,6
epsilon,6
epsilon,6
epsilon,6
binary,6
binary,6
binary,6
binary,6
significant,6
significant,6
significant,6
epsilon,6
epsilon,6
epsilon,6
epsilon,6
tstat,6
tstat,6
tstat,6
minimization,6
minimization,6
minimization,6
minimization,6
tstat,6
tstat,6
tstat,6
tstat,6
x,6
x,6
matrix,6
matrix,6
matrix,6
r2,6
r2,6
r2,6
pvalue,6
pvalue,6
pvalue,6
fit,6
significant,6
significant,6
significant,6
significant,6
pvalue,6
pvalue,6
pvalue,6
pvalue,6
r2,6
r2,6
r2,6
r2,6
collinear,6
collinear,6
collinear,6
collinear,6
x,6
matrix,6
matrix,6
matrix,6
matrix,6
x,6
binary,6
binary,6
binary,6
binary,6
binary,6
binary,6
collinear,6
residual,6
sigmoid,6
linear,6
sigmoid,6
linear,6
gini,6
gini,6
predict,6
predict,6
residual,6
residual,6
fit,6
fit,6
collinear,6
loss,6
sigmoid,6
loss,6
loss,6
categorical,6
categorical,6
categorical,6
distributed,6
distributed,6
distributed,6
tstat,6
tstat,6
minimization,6
minimization,6
distributed,6
distributed,6
collinear,6
ridge,6
collinear,6
collinear,6
binary,6
binary,6
ridge,6
ridge,6
binary,6
binary,6
f1,6
f1,6
x,6
x,6
f1,6
x,6
x,6
x,6
x,6
x,6
categorical,6
categorical,6
categorical,6
categorical,6
categorical,6
categorical,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
independent,6
categorical,6
categorical,6
categorical,6
categorical,6
categorical,6
recall,6
recall,6
epsilon,6
recall,6
epsilon,6
recall,6
recall,6
epsilon,6
independent,6
independent,6
independent,6
independent,6
independent,6
sigmoid,6
f1,6
f1,6
f1,6
f1,6
r2,6
r2,6
f1,6
f1,6
significant,6
matrix,6
significant,6
matrix,6
f1,6
sigmoid,6
sigmoid,6
coefficient,6
sigmoid,6
coefficient,6
coefficient,6
x,6
x,6
coefficient,6
coefficient,6
coefficient,6
coefficient,6
x,6
x,6
coefficient,6
significant,6
significant,6
significant,6
collinear,6
collinear,6
ridge,6
collinear,6
ridge,6
residual,6
binary,6
residual,6
binary,6
collinear,6
ridge,6
ridge,6
ridge,6
binary,6
f1,6
f1,6
binary,6
binary,6
matrix,6
matrix,6
residual,6
residual,6
matrix,6
matrix,6
sigmoid,6
sigmoid,6
sigmoid,6
sigmoid,6
f1,6
f1,6
collinear,6
r2,6
f1,6
r2,6
r2,6
collinear,6
collinear,6
r2,6
r2,6
coefficient,6
x,6
f1,6
f1,6
coefficient,6
x,6
coefficient,6
f1,6
f1,6
x,6
x,6
x,6
x,6
x,6
x,6
